time,station_id,temperature,pressure,humidity,wind_direction,wind_speed
2018-04-14 10:00:00,london_grid_346,14.33,1012.6478,59.0,144.67,6.47
2018-04-14 11:00:00,london_grid_346,15.73,1012.5566,53.0,155.79,6.65
2018-04-14 12:00:00,london_grid_346,16.86,1012.2274,49.0,168.04,6.6
2018-04-14 13:00:00,london_grid_346,17.75,1011.6453,46.0,176.58,6.35
2018-04-14 14:00:00,london_grid_346,18.74,1011.9743,41.0,181.45,5.55
2018-04-14 15:00:00,london_grid_346,18.84,1011.373,41.0,171.65,5.28
2018-04-14 16:00:00,london_grid_346,18.07,1011.5691,47.0,164.42,7.87
2018-04-14 17:00:00,london_grid_346,16.66,1010.3954,57.0,152.46,9.48
2018-04-14 18:00:00,london_grid_346,15.57,1010.3405,63.0,145.28,10.73
2018-04-14 19:00:00,london_grid_346,14.42,1010.3855,69.0,138.5,11.2
2018-04-14 20:00:00,london_grid_346,13.31,1010.4501,74.0,131.42,11.12
2018-04-14 21:00:00,london_grid_346,12.34,1010.4398,79.0,124.38,10.9
2018-04-14 22:00:00,london_grid_346,11.61,1010.3504,80.0,131.38,11.05
2018-04-14 23:00:00,london_grid_346,10.99,1010.0998,83.0,127.5,10.91
2018-04-15 00:00:00,london_grid_346,10.52,1009.6572,85.0,124.44,10.62
2018-04-15 01:00:00,london_grid_346,10.15,1009.0149,87.0,122.75,10.07
2018-04-15 02:00:00,london_grid_346,9.83,1008.2832,88.0,122.27,9.42
2018-04-15 03:00:00,london_grid_346,9.5,1007.6025,90.0,122.74,8.9
2018-04-15 04:00:00,london_grid_346,8.9,1007.307,91.0,120.88,7.82
2018-04-15 05:00:00,london_grid_346,8.61,1006.8884,92.0,124.22,7.99
2018-04-15 06:00:00,london_grid_346,8.96,1006.4766,90.0,133.74,8.35
2018-04-15 07:00:00,london_grid_346,10.2,1006.0212,85.0,149.61,9.18
2018-04-15 08:00:00,london_grid_346,11.87,1005.554,79.0,164.12,10.92
2018-04-15 09:00:00,london_grid_346,13.32,1005.1278,73.0,172.06,13.07
2018-04-15 10:00:00,london_grid_346,14.25,1006.1663,64.0,170.49,13.33
2018-04-15 11:00:00,london_grid_346,14.69,1004.695,63.0,175.24,16.23
2018-04-15 12:00:00,london_grid_346,14.92,1004.2448,61.0,179.75,18.29
2018-04-15 13:00:00,london_grid_346,15.2,1004.8437,58.0,184.76,19.31
2018-04-15 14:00:00,london_grid_346,14.99,1004.4244,59.0,188.76,20.84
2018-04-15 15:00:00,london_grid_346,14.64,1004.0266,61.0,191.57,21.24
2018-04-15 16:00:00,london_grid_346,13.2,1003.5724,68.0,188.25,19.42
2018-04-15 17:00:00,london_grid_346,12.94,1002.4054,72.0,192.24,18.06
2018-04-15 18:00:00,london_grid_346,12.74,1002.4376,73.0,196.85,16.85
2018-04-15 19:00:00,london_grid_346,12.12,1002.6516,75.0,199.68,16.37
2018-04-15 20:00:00,london_grid_346,11.26,1002.9839,78.0,201.12,16.35
2018-04-15 21:00:00,london_grid_346,10.7,1004.39,80.0,203.0,16.39
2018-04-15 22:00:00,london_grid_346,9.76,1004.1655,85.0,206.99,16.68
2018-04-15 23:00:00,london_grid_346,9.4,1004.466,86.0,211.68,16.49
2018-04-16 00:00:00,london_grid_346,9.18,1004.7152,87.0,216.26,16.25
2018-04-16 01:00:00,london_grid_346,9.0,1004.9604,88.0,219.77,15.93
2018-04-16 02:00:00,london_grid_346,8.79,1005.2662,88.0,222.23,15.48
2018-04-16 03:00:00,london_grid_346,8.46,1005.7016,89.0,223.93,14.87
2018-04-16 04:00:00,london_grid_346,8.1,1005.9607,89.0,224.5,15.99
2018-04-16 05:00:00,london_grid_346,7.91,1006.7306,88.0,227.17,15.32
2018-04-16 06:00:00,london_grid_346,8.21,1007.4503,85.0,230.75,14.86
2018-04-16 07:00:00,london_grid_346,9.42,1009.0126,76.0,235.31,14.59
2018-04-16 08:00:00,london_grid_346,10.59,1008.4047,68.0,237.32,15.4
2018-04-16 09:00:00,london_grid_346,12.01,1008.8589,60.0,236.91,16.03
2018-04-16 10:00:00,london_grid_346,13.33,1010.3619,51.0,227.6,16.58
2018-04-16 11:00:00,london_grid_346,13.89,1009.9177,52.0,223.55,18.4
2018-04-16 12:00:00,london_grid_346,14.46,1010.3318,50.0,219.97,19.25
2018-04-16 13:00:00,london_grid_346,14.79,1010.4553,49.0,217.48,20.1
2018-04-16 14:00:00,london_grid_346,15.18,1011.4651,45.0,215.97,19.49
2018-04-16 15:00:00,london_grid_346,14.68,1010.5055,49.0,215.16,20.81
2018-04-16 16:00:00,london_grid_346,13.85,1010.6309,51.0,209.39,20.09
2018-04-16 17:00:00,london_grid_346,13.22,1011.1334,53.0,209.11,19.39
2018-04-16 18:00:00,london_grid_346,12.47,1011.6221,56.0,205.94,18.33
2018-04-16 19:00:00,london_grid_346,11.67,1011.9525,61.0,197.53,17.27
2018-04-16 20:00:00,london_grid_346,10.96,1012.1884,66.0,187.17,16.9
2018-04-16 21:00:00,london_grid_346,10.5,1012.4452,71.0,180.77,17.15
2018-04-16 22:00:00,london_grid_346,10.77,1013.8687,69.0,180.52,17.37
2018-04-16 23:00:00,london_grid_346,10.66,1013.0464,72.0,182.95,17.34
2018-04-17 00:00:00,london_grid_346,11.21,1014.1348,70.0,188.09,17.3
2018-04-17 01:00:00,london_grid_346,11.13,1013.0264,69.0,189.34,18.0
2018-04-17 02:00:00,london_grid_346,11.13,1012.8855,67.0,190.13,18.58
2018-04-17 03:00:00,london_grid_346,10.9,1012.8418,66.0,189.95,19.04
2018-04-17 04:00:00,london_grid_346,10.28,1012.4546,70.0,188.06,19.11
2018-04-17 05:00:00,london_grid_346,10.09,1012.8178,70.0,189.17,19.55
2018-04-17 06:00:00,london_grid_346,10.36,1013.2841,69.0,191.7,20.46
2018-04-17 07:00:00,london_grid_346,11.3,1013.7343,65.0,195.38,22.1
2018-04-17 08:00:00,london_grid_346,12.69,1014.1263,60.0,198.9,24.18
2018-04-17 09:00:00,london_grid_346,14.18,1014.437,55.0,201.29,26.19
2018-04-17 10:00:00,london_grid_346,15.48,1014.885,50.0,195.24,27.77
2018-04-17 11:00:00,london_grid_346,16.54,1015.0678,50.0,198.96,28.83
2018-04-17 12:00:00,london_grid_346,17.59,1016.3088,49.0,202.68,27.49
2018-04-17 13:00:00,london_grid_346,17.65,1015.5811,54.0,205.59,29.31
2018-04-17 14:00:00,london_grid_346,17.75,1015.936,57.0,207.86,28.62
2018-04-17 15:00:00,london_grid_346,17.66,1016.2777,60.0,209.55,27.36
2018-04-17 16:00:00,london_grid_346,16.73,1016.3167,62.0,207.29,26.8
2018-04-17 17:00:00,london_grid_346,16.33,1016.7505,65.0,206.55,25.35
2018-04-17 18:00:00,london_grid_346,15.81,1017.2615,68.0,205.6,23.6
2018-04-17 19:00:00,london_grid_346,15.13,1017.8454,71.0,204.77,21.59
2018-04-17 20:00:00,london_grid_346,14.41,1018.4856,75.0,204.03,19.6
2018-04-17 21:00:00,london_grid_346,13.78,1019.1624,78.0,203.25,18.0
2018-04-17 22:00:00,london_grid_346,14.41,1019.6932,74.0,197.36,18.12
2018-04-17 23:00:00,london_grid_346,13.97,1020.1296,77.0,199.14,17.52
2018-04-18 00:00:00,london_grid_346,13.57,1020.4659,81.0,201.05,17.0
2018-04-18 01:00:00,london_grid_346,13.24,1020.7142,83.0,201.78,16.36
2018-04-18 02:00:00,london_grid_346,12.9,1020.9381,84.0,201.47,15.56
2018-04-18 03:00:00,london_grid_346,12.48,1021.2138,85.0,200.63,14.6
2018-04-18 04:00:00,london_grid_346,12.18,1022.4187,83.0,198.13,13.1
2018-04-18 05:00:00,london_grid_346,11.6,1021.8557,85.0,196.81,12.16
2018-04-18 06:00:00,london_grid_346,12.23,1023.3109,82.0,196.95,10.87
2018-04-18 07:00:00,london_grid_346,13.28,1022.5972,79.0,193.97,10.08
2018-04-18 08:00:00,london_grid_346,15.17,1022.7892,73.0,189.34,9.47
2018-04-18 09:00:00,london_grid_346,17.21,1022.8887,66.0,181.48,9.55
2018-04-18 10:00:00,london_grid_346,18.68,1023.4701,62.0,184.04,10.8
2018-04-18 11:00:00,london_grid_346,20.13,1023.376,57.0,172.56,11.49
2018-04-18 12:00:00,london_grid_346,21.3,1023.1203,51.0,162.3,12.93
2018-04-18 13:00:00,london_grid_346,22.18,1022.7286,44.0,155.55,14.89
2018-04-18 14:00:00,london_grid_346,23.09,1023.2856,33.0,152.29,15.85
2018-04-18 15:00:00,london_grid_346,22.7,1021.867,35.0,149.34,17.86
2018-04-18 16:00:00,london_grid_346,22.6,1021.1219,34.0,143.23,17.66
2018-04-18 17:00:00,london_grid_346,22.34,1021.9617,36.0,141.93,17.28
2018-04-18 18:00:00,london_grid_346,20.58,1020.89,50.0,138.33,16.54
2018-04-18 19:00:00,london_grid_346,19.55,1020.78,57.0,135.49,15.95
2018-04-18 20:00:00,london_grid_346,18.66,1020.6714,61.0,133.44,15.45
2018-04-18 21:00:00,london_grid_346,17.94,1020.6146,64.0,133.64,14.94
2018-04-18 22:00:00,london_grid_346,17.29,1020.4877,65.0,134.07,14.16
2018-04-18 23:00:00,london_grid_346,16.73,1020.3162,66.0,135.49,13.26
2018-04-19 00:00:00,london_grid_346,16.25,1020.0691,67.0,137.44,12.36
2018-04-19 01:00:00,london_grid_346,15.82,1019.7379,70.0,139.47,11.55
2018-04-19 02:00:00,london_grid_346,15.39,1019.4014,73.0,141.79,10.72
2018-04-19 03:00:00,london_grid_346,14.87,1019.1607,77.0,145.06,9.78
2018-04-19 04:00:00,london_grid_346,13.84,1019.0947,72.0,147.07,8.07
2018-04-19 05:00:00,london_grid_346,13.49,1019.0976,74.0,155.4,6.93
2018-04-19 06:00:00,london_grid_346,13.49,1019.0976,74.0,155.4,6.93
2018-04-19 07:00:00,london_grid_346,13.49,1019.0976,74.0,155.4,6.93
2018-04-19 08:00:00,london_grid_346,17.44,1019.1384,63.0,172.75,6.08
2018-04-19 09:00:00,london_grid_346,19.92,1020.1619,53.0,171.67,5.71
2018-04-19 10:00:00,london_grid_346,22.27,1019.1235,45.0,168.42,5.48
2018-04-19 11:00:00,london_grid_346,24.08,1019.1379,41.0,168.85,5.11
2018-04-19 12:00:00,london_grid_346,25.4,1019.0475,38.0,172.12,4.94
2018-04-19 13:00:00,london_grid_346,26.16,1018.8009,35.0,178.64,5.19
2018-04-19 14:00:00,london_grid_346,26.39,1018.4721,34.0,186.75,5.84
2018-04-19 15:00:00,london_grid_346,26.19,1018.1671,34.0,195.04,6.77
2018-04-19 16:00:00,london_grid_346,26.24,1017.8901,37.0,201.61,9.96
2018-04-19 17:00:00,london_grid_346,25.01,1018.0638,44.0,206.16,10.73
2018-04-19 18:00:00,london_grid_346,23.51,1018.3132,52.0,210.85,10.72
2018-04-19 19:00:00,london_grid_346,21.95,1018.5335,59.0,216.73,9.81
2018-04-19 20:00:00,london_grid_346,20.49,1018.7236,66.0,225.06,8.4
2018-04-19 21:00:00,london_grid_346,19.26,1018.9088,71.0,236.91,7.01
2018-04-19 22:00:00,london_grid_346,18.66,1018.7815,72.0,245.6,7.45
2018-04-19 23:00:00,london_grid_346,18.55,1019.7434,74.0,265.13,6.46
2018-04-20 00:00:00,london_grid_346,17.27,1018.6295,78.0,278.34,6.33
2018-04-20 01:00:00,london_grid_346,16.7,1018.4349,80.0,281.31,6.07
2018-04-20 02:00:00,london_grid_346,16.15,1018.2568,81.0,277.64,5.82
2018-04-20 03:00:00,london_grid_346,15.55,1018.2102,82.0,275.6,5.87
2018-04-20 04:00:00,london_grid_346,15.69,1019.2913,79.0,270.88,6.06
2018-04-20 05:00:00,london_grid_346,14.75,1018.5409,83.0,280.35,6.81
2018-04-20 06:00:00,london_grid_346,14.86,1018.8137,82.0,291.61,7.46
2018-04-20 07:00:00,london_grid_346,15.77,1019.0241,77.0,302.11,7.85
2018-04-20 08:00:00,london_grid_346,17.45,1020.19,69.0,311.07,7.7
2018-04-20 09:00:00,london_grid_346,18.95,1019.3178,65.0,318.39,8.22
2018-04-20 10:00:00,london_grid_346,20.45,1019.1027,58.0,322.89,7.65
2018-04-20 11:00:00,london_grid_346,21.95,1019.144,54.0,320.15,7.48
2018-04-20 12:00:00,london_grid_346,23.13,1019.0928,50.0,316.28,7.36
2018-04-20 13:00:00,london_grid_346,24.33,1019.8902,43.0,312.9,6.91
2018-04-20 14:00:00,london_grid_346,24.61,1019.627,41.0,313.31,7.21
2018-04-20 15:00:00,london_grid_346,24.44,1019.388,41.0,317.36,8.01
2018-04-20 16:00:00,london_grid_346,24.21,1018.0357,46.0,324.61,8.21
2018-04-20 17:00:00,london_grid_346,23.36,1017.9471,51.0,329.87,9.95
2018-04-20 18:00:00,london_grid_346,22.22,1018.0054,56.0,337.95,10.9
2018-04-20 19:00:00,london_grid_346,20.94,1018.2147,62.0,352.15,10.64
2018-04-20 20:00:00,london_grid_346,19.62,1018.5116,67.0,11.96,10.09
2018-04-20 21:00:00,london_grid_346,18.4,1018.816,71.0,33.13,9.8
2018-04-20 22:00:00,london_grid_346,17.62,1018.638,70.0,50.53,10.72
2018-04-20 23:00:00,london_grid_346,16.75,1018.5757,71.0,67.35,10.55
2018-04-21 00:00:00,london_grid_346,16.0,1018.4271,71.0,80.66,10.56
2018-04-21 01:00:00,london_grid_346,15.36,1018.2247,69.0,88.13,10.58
2018-04-21 02:00:00,london_grid_346,14.77,1018.0143,68.0,91.34,10.42
2018-04-21 03:00:00,london_grid_346,14.17,1017.8454,67.0,92.59,10.19
2018-04-21 04:00:00,london_grid_346,13.62,1017.9315,64.0,96.62,9.25
2018-04-21 05:00:00,london_grid_346,13.21,1017.8003,66.0,97.65,9.37
2018-04-21 06:00:00,london_grid_346,13.36,1017.6595,67.0,100.85,9.47
2018-04-21 07:00:00,london_grid_346,14.29,1017.5037,66.0,107.62,9.43
2018-04-21 08:00:00,london_grid_346,16.14,1018.3239,59.0,116.85,8.89
2018-04-21 09:00:00,london_grid_346,17.92,1018.0963,55.0,127.71,8.63
2018-04-21 10:00:00,london_grid_346,19.57,1016.6247,53.0,138.14,9.01
2018-04-21 11:00:00,london_grid_346,21.42,1016.1921,50.0,146.94,9.32
2018-04-21 12:00:00,london_grid_346,22.94,1015.582,47.0,153.5,10.27
2018-04-21 13:00:00,london_grid_346,23.96,1014.7664,44.0,157.07,11.96
2018-04-21 14:00:00,london_grid_346,24.43,1013.8873,43.0,158.75,13.83
2018-04-21 15:00:00,london_grid_346,24.32,1013.1294,43.0,159.92,15.21
2018-04-21 16:00:00,london_grid_346,23.74,1012.835,44.0,153.03,14.12
2018-04-21 17:00:00,london_grid_346,22.62,1012.272,49.0,147.67,15.08
2018-04-21 18:00:00,london_grid_346,21.44,1011.7874,53.0,144.19,15.69
2018-04-21 19:00:00,london_grid_346,21.15,1012.3594,53.0,144.75,15.55
2018-04-21 20:00:00,london_grid_346,19.71,1011.0483,61.0,145.54,15.42
2018-04-21 21:00:00,london_grid_346,19.13,1010.7911,64.0,147.75,15.49
2018-04-21 22:00:00,london_grid_346,17.86,1010.1973,68.0,137.68,15.2
2018-04-21 23:00:00,london_grid_346,17.77,1009.7039,68.0,144.51,15.99
2018-04-22 00:00:00,london_grid_346,17.74,1009.076,67.0,152.73,16.73
2018-04-22 01:00:00,london_grid_346,17.58,1008.293,66.0,161.64,17.01
2018-04-22 02:00:00,london_grid_346,17.22,1007.4609,65.0,170.46,16.88
2018-04-22 03:00:00,london_grid_346,16.61,1006.7178,67.0,178.06,16.33
2018-04-22 04:00:00,london_grid_346,15.15,1006.6499,72.0,178.3,12.74
2018-04-22 05:00:00,london_grid_346,14.65,1006.3573,75.0,184.88,13.82
2018-04-22 06:00:00,london_grid_346,14.7,1006.1299,76.0,191.83,14.59
2018-04-22 07:00:00,london_grid_346,15.47,1005.9094,74.0,201.23,14.49
2018-04-22 08:00:00,london_grid_346,16.77,1005.6873,70.0,211.95,14.36
2018-04-22 09:00:00,london_grid_346,18.28,1005.467,64.0,220.0,14.91
2018-04-22 10:00:00,london_grid_346,19.94,1004.8094,56.0,220.35,17.4
2018-04-22 11:00:00,london_grid_346,21.0,1004.4899,50.0,222.38,18.27
2018-04-22 12:00:00,london_grid_346,21.73,1004.1884,46.0,225.97,19.11
2018-04-22 13:00:00,london_grid_346,22.09,1003.9192,45.0,232.65,20.05
2018-04-22 14:00:00,london_grid_346,21.99,1003.7504,47.0,240.78,20.98
2018-04-22 15:00:00,london_grid_346,21.34,1003.7632,51.0,248.84,21.43
2018-04-22 16:00:00,london_grid_346,20.82,1003.9832,55.0,248.79,20.19
2018-04-22 17:00:00,london_grid_346,19.29,1004.4289,61.0,259.28,19.79
2018-04-22 18:00:00,london_grid_346,17.58,1005.0969,66.0,267.31,19.89
2018-04-22 19:00:00,london_grid_346,16.44,1006.9803,64.0,271.04,20.31
2018-04-22 20:00:00,london_grid_346,14.38,1006.9021,68.0,269.19,20.23
2018-04-22 21:00:00,london_grid_346,13.56,1008.8197,65.0,267.67,20.08
2018-04-22 22:00:00,london_grid_346,12.07,1008.469,69.0,265.96,19.3
2018-04-22 23:00:00,london_grid_346,11.07,1008.8906,70.0,267.09,18.17
2018-04-23 00:00:00,london_grid_346,10.3,1009.1491,72.0,267.85,16.9
2018-04-23 01:00:00,london_grid_346,9.77,1009.3059,74.0,266.7,15.69
2018-04-23 02:00:00,london_grid_346,9.4,1009.4549,78.0,263.95,14.71
2018-04-23 03:00:00,london_grid_346,9.08,1009.6982,81.0,260.83,14.05
2018-04-23 04:00:00,london_grid_346,8.62,1010.0338,83.0,259.76,13.49
2018-04-23 05:00:00,london_grid_346,8.47,1010.4259,85.0,259.44,13.12
2018-04-23 06:00:00,london_grid_346,8.76,1010.8826,83.0,261.16,13.07
2018-04-23 07:00:00,london_grid_346,9.67,1011.3732,78.0,264.57,13.47
2018-04-23 08:00:00,london_grid_346,11.01,1011.8253,71.0,267.12,14.16
2018-04-23 09:00:00,london_grid_346,12.5,1012.1561,63.0,266.33,14.87
2018-04-23 10:00:00,london_grid_346,13.68,1012.4684,58.0,260.06,16.5
2018-04-23 11:00:00,london_grid_346,14.74,1013.4558,52.0,254.95,16.76
2018-04-23 12:00:00,london_grid_346,14.98,1012.3225,54.0,251.06,18.55
2018-04-23 13:00:00,london_grid_346,15.03,1012.2939,54.0,249.61,19.44
2018-04-23 14:00:00,london_grid_346,14.83,1012.2763,55.0,250.09,20.04
2018-04-23 15:00:00,london_grid_346,14.61,1012.1821,57.0,251.79,20.32
2018-04-23 16:00:00,london_grid_346,15.07,1011.7677,57.0,250.92,20.81
2018-04-23 17:00:00,london_grid_346,14.76,1012.6438,57.0,253.56,19.6
2018-04-23 18:00:00,london_grid_346,13.84,1011.5574,64.0,253.16,19.14
2018-04-23 19:00:00,london_grid_346,13.16,1011.6177,68.0,248.91,18.73
2018-04-23 20:00:00,london_grid_346,12.78,1012.776,70.0,242.58,18.78
2018-04-23 21:00:00,london_grid_346,11.82,1011.8494,75.0,236.13,19.22
2018-04-23 22:00:00,london_grid_346,11.71,1012.6016,74.0,231.42,21.42
2018-04-23 23:00:00,london_grid_346,11.15,1011.336,77.0,233.25,21.36
2018-04-24 00:00:00,london_grid_346,10.98,1011.0834,79.0,236.94,20.39
2018-04-24 01:00:00,london_grid_346,11.02,1010.884,80.0,241.44,19.41
2018-04-24 02:00:00,london_grid_346,11.18,1010.7534,81.0,246.05,18.51
2018-04-24 03:00:00,london_grid_346,11.44,1011.7178,82.0,250.01,16.97
2018-04-24 04:00:00,london_grid_346,11.4,1010.7283,80.0,260.26,18.81
2018-04-24 05:00:00,london_grid_346,11.21,1010.955,80.0,260.23,17.03
2018-04-24 06:00:00,london_grid_346,11.24,1011.1801,79.0,259.22,15.57
2018-04-24 07:00:00,london_grid_346,11.67,1011.3224,76.0,258.56,14.98
2018-04-24 08:00:00,london_grid_346,12.23,1011.376,73.0,257.04,14.52
2018-04-24 09:00:00,london_grid_346,12.67,1012.3905,69.0,252.57,12.67
2018-04-24 10:00:00,london_grid_346,12.2,1011.573,75.0,242.42,12.72
2018-04-24 11:00:00,london_grid_346,11.72,1011.4329,78.0,229.21,11.2
2018-04-24 12:00:00,london_grid_346,11.43,1010.9152,80.0,215.71,11.84
2018-04-24 13:00:00,london_grid_346,11.62,1009.911,83.0,210.67,15.03
2018-04-24 14:00:00,london_grid_346,12.12,1008.6409,85.0,211.3,19.18
2018-04-24 15:00:00,london_grid_346,12.63,1007.4078,86.0,213.62,22.64
2018-04-24 16:00:00,london_grid_346,13.89,1006.1848,80.0,218.22,28.09
2018-04-24 17:00:00,london_grid_346,13.66,1005.6284,81.0,223.53,27.5
2018-04-24 18:00:00,london_grid_346,13.29,1005.2016,82.0,227.87,26.87
2018-04-24 19:00:00,london_grid_346,13.0,1004.7621,82.0,229.35,27.23
2018-04-24 20:00:00,london_grid_346,12.82,1004.3718,83.0,230.32,27.68
