time,station_id,temperature,pressure,humidity,wind_direction,wind_speed
2018-04-12 15:00:00,beijing_grid_216,15.0,1012.7461,18.0,70.35,8.45
2018-04-12 16:00:00,beijing_grid_216,13.0,1012.515,17.0,56.55,7.83
2018-04-12 17:00:00,beijing_grid_216,17.6,1013.0323,17.0,56.58,7.72
2018-04-12 18:00:00,beijing_grid_216,17.2,1012.2231,19.0,60.24,6.66
2018-04-12 19:00:00,beijing_grid_216,16.2,1012.1694,22.0,75.62,4.88
2018-04-12 20:00:00,beijing_grid_216,14.8,1012.2147,26.0,110.66,3.49
2018-04-12 21:00:00,beijing_grid_216,13.5,1012.3055,31.0,153.12,3.39
2018-04-12 22:00:00,beijing_grid_216,13.0,1012.5752,34.0,118.67,2.9
2018-04-12 23:00:00,beijing_grid_216,12.0,1012.5685,37.0,139.58,1.55
2018-04-13 00:00:00,beijing_grid_216,12.0,1012.5636,42.0,184.81,1.57
2018-04-13 01:00:00,beijing_grid_216,16.0,1012.5815,50.0,189.8,3.38
2018-04-13 02:00:00,beijing_grid_216,16.0,1012.496,57.0,188.14,6.53
2018-04-13 03:00:00,beijing_grid_216,10.0,1012.5723,61.0,189.9,10.91
2018-04-13 04:00:00,beijing_grid_216,11.0,1011.3688,64.0,197.25,16.75
2018-04-13 05:00:00,beijing_grid_216,11.0,1010.8171,63.0,197.47,20.71
2018-04-13 06:00:00,beijing_grid_216,10.0,1010.2713,63.0,197.33,23.17
2018-04-13 07:00:00,beijing_grid_216,11.0,1009.7902,66.0,196.56,23.6
2018-04-13 08:00:00,beijing_grid_216,11.0,1009.3602,70.0,195.31,22.64
2018-04-13 09:00:00,beijing_grid_216,12.0,1008.7871,74.0,193.32,21.5
2018-04-13 10:00:00,beijing_grid_216,12.0,1009.5219,82.0,199.4,15.09
2018-04-13 11:00:00,beijing_grid_216,11.0,1009.8846,83.0,197.52,15.96
2018-04-13 12:00:00,beijing_grid_216,11.0,1008.8358,84.0,197.6,15.87
2018-04-13 13:00:00,beijing_grid_216,10.0,1007.2586,83.0,200.5,13.98
2018-04-13 14:00:00,beijing_grid_216,10.0,1008.2581,84.0,207.09,11.55
2018-04-13 15:00:00,beijing_grid_216,10.0,1008.1004,86.0,217.88,9.89
2018-04-13 16:00:00,beijing_grid_216,9.4,1008.0831,87.0,213.87,10.35
2018-04-13 17:00:00,beijing_grid_216,9.35,1007.5989,88.0,223.88,9.85
2018-04-13 18:00:00,beijing_grid_216,9.09,1007.1851,87.0,232.71,9.03
2018-04-13 19:00:00,beijing_grid_216,8.5,1006.969,84.0,241.8,7.22
2018-04-13 20:00:00,beijing_grid_216,7.9,1006.9129,77.0,260.28,5.16
2018-04-13 21:00:00,beijing_grid_216,7.74,1006.9376,67.0,296.65,4.83
2018-04-13 22:00:00,beijing_grid_216,10.0,1007.7369,49.0,333.8,10.08
2018-04-13 23:00:00,beijing_grid_216,10.0,1007.8562,38.0,335.36,13.06
2018-04-14 00:00:00,beijing_grid_216,11.0,1007.2773,28.0,336.44,18.31
2018-04-14 01:00:00,beijing_grid_216,12.0,1008.1488,22.0,338.46,21.67
2018-04-14 02:00:00,beijing_grid_216,13.0,1008.1973,19.0,340.54,26.77
2018-04-14 03:00:00,beijing_grid_216,14.0,1007.9479,17.0,341.94,30.92
2018-04-14 04:00:00,beijing_grid_216,15.0,1007.6355,14.0,341.25,30.08
2018-04-14 05:00:00,beijing_grid_216,16.0,1006.7244,12.0,342.43,31.47
2018-04-14 06:00:00,beijing_grid_216,18.0,1005.8584,12.0,343.46,32.26
2018-04-14 07:00:00,beijing_grid_216,18.0,1005.2958,12.0,344.27,32.58
2018-04-14 08:00:00,beijing_grid_216,19.0,1005.0763,12.0,344.89,32.01
2018-04-14 09:00:00,beijing_grid_216,19.0,1005.1851,13.0,345.38,30.0
2018-04-14 10:00:00,beijing_grid_216,18.0,1006.3406,13.0,348.49,28.11
2018-04-14 11:00:00,beijing_grid_216,17.0,1006.9623,14.0,347.74,23.5
2018-04-14 12:00:00,beijing_grid_216,16.0,1007.6867,15.0,345.51,18.96
2018-04-14 13:00:00,beijing_grid_216,16.0,1008.4706,17.0,341.34,15.5
2018-04-14 14:00:00,beijing_grid_216,16.0,1009.0035,18.0,334.51,13.74
2018-04-14 15:00:00,beijing_grid_216,15.0,1009.7953,20.0,327.05,11.5
2018-04-14 16:00:00,beijing_grid_216,8.8,1009.5096,21.0,320.22,11.51
2018-04-14 17:00:00,beijing_grid_216,8.3,1009.6923,22.0,314.29,10.64
2018-04-14 18:00:00,beijing_grid_216,8.0,1009.7804,23.0,308.99,10.02
2018-04-14 19:00:00,beijing_grid_216,8.0,1009.6057,24.0,306.49,9.69
2018-04-14 20:00:00,beijing_grid_216,8.0,1009.8113,26.0,301.43,9.46
2018-04-14 21:00:00,beijing_grid_216,8.0,1009.8926,26.0,299.65,8.96
2018-04-14 22:00:00,beijing_grid_216,6.0,1009.8174,28.0,305.33,8.1
2018-04-14 23:00:00,beijing_grid_216,6.0,1010.0868,26.0,305.58,6.67
2018-04-15 00:00:00,beijing_grid_216,13.0,1010.3165,23.0,295.49,5.15
2018-04-15 01:00:00,beijing_grid_216,16.0,1010.3886,20.0,263.59,4.68
2018-04-15 02:00:00,beijing_grid_216,18.0,1010.2367,17.0,234.16,6.41
2018-04-15 03:00:00,beijing_grid_216,19.0,1009.8072,14.0,221.33,8.92
2018-04-15 04:00:00,beijing_grid_216,19.0,1008.7325,14.0,210.36,10.74
2018-04-15 05:00:00,beijing_grid_216,21.0,1008.0536,13.0,208.49,11.87
2018-04-15 06:00:00,beijing_grid_216,21.0,1007.3246,13.0,206.17,13.13
2018-04-15 07:00:00,beijing_grid_216,21.0,1006.5833,14.0,202.87,15.03
2018-04-15 08:00:00,beijing_grid_216,21.0,1005.9472,14.0,200.35,16.8
2018-04-15 09:00:00,beijing_grid_216,21.0,1005.5534,16.0,199.74,17.29
2018-04-15 10:00:00,beijing_grid_216,19.0,1005.1047,18.0,204.28,17.36
2018-04-15 11:00:00,beijing_grid_216,18.0,1005.413,22.0,210.23,14.52
2018-04-15 12:00:00,beijing_grid_216,16.0,1005.9184,24.0,219.59,12.13
2018-04-15 13:00:00,beijing_grid_216,15.0,1006.2756,26.0,226.07,11.93
2018-04-15 14:00:00,beijing_grid_216,15.0,1006.9208,28.0,234.22,11.54
2018-04-15 15:00:00,beijing_grid_216,14.0,1007.1498,29.0,235.73,11.86
2018-04-15 16:00:00,beijing_grid_216,10.5,1006.8115,30.0,232.05,11.49
2018-04-15 17:00:00,beijing_grid_216,9.8,1006.5914,32.0,230.53,11.13
2018-04-15 18:00:00,beijing_grid_216,9.6,1006.3064,33.0,229.62,10.56
2018-04-15 19:00:00,beijing_grid_216,9.2,1006.0448,34.0,230.33,9.85
2018-04-15 20:00:00,beijing_grid_216,9.0,1005.7086,34.0,229.39,9.14
2018-04-15 21:00:00,beijing_grid_216,9.0,1005.7121,34.0,229.2,8.19
2018-04-15 22:00:00,beijing_grid_216,7.0,1006.5779,33.0,222.43,7.06
2018-04-15 23:00:00,beijing_grid_216,7.0,1006.3994,31.0,215.85,6.53
2018-04-16 00:00:00,beijing_grid_216,12.0,1006.6704,29.0,207.21,7.08
2018-04-16 01:00:00,beijing_grid_216,14.0,1006.6884,27.0,200.15,8.82
2018-04-16 02:00:00,beijing_grid_216,16.0,1006.4768,25.0,197.16,11.36
2018-04-16 03:00:00,beijing_grid_216,18.0,1005.948,23.0,197.0,14.22
2018-04-16 04:00:00,beijing_grid_216,20.0,1004.5015,21.0,200.15,18.79
2018-04-16 05:00:00,beijing_grid_216,21.0,1003.6157,20.0,200.23,20.91
2018-04-16 06:00:00,beijing_grid_216,22.0,1000.9385,18.0,199.65,22.19
2018-04-16 07:00:00,beijing_grid_216,23.0,1002.1279,18.0,201.93,23.68
2018-04-16 08:00:00,beijing_grid_216,23.0,1001.6707,18.0,203.27,23.75
2018-04-16 09:00:00,beijing_grid_216,22.0,1001.4509,20.0,204.54,22.04
2018-04-16 10:00:00,beijing_grid_216,22.0,1001.611,24.0,201.51,17.85
2018-04-16 11:00:00,beijing_grid_216,20.0,1002.031,27.0,202.95,13.78
2018-04-16 12:00:00,beijing_grid_216,19.0,1002.6998,32.0,209.23,10.48
2018-04-16 13:00:00,beijing_grid_216,18.0,1003.322,34.0,211.97,10.19
2018-04-16 14:00:00,beijing_grid_216,17.0,1003.5108,37.0,217.55,10.91
2018-04-16 15:00:00,beijing_grid_216,16.0,1003.6127,39.0,218.31,12.35
2018-04-16 16:00:00,beijing_grid_216,11.5,1003.5119,44.0,218.69,12.79
2018-04-16 17:00:00,beijing_grid_216,10.8,1003.1284,46.0,218.93,12.76
2018-04-16 18:00:00,beijing_grid_216,10.3,1002.7101,48.0,219.48,12.11
2018-04-16 19:00:00,beijing_grid_216,10.0,1002.3929,51.0,220.63,11.0
2018-04-16 20:00:00,beijing_grid_216,10.0,1002.2102,54.0,221.49,9.78
2018-04-16 21:00:00,beijing_grid_216,10.0,1002.17,55.0,220.23,8.82
2018-04-16 22:00:00,beijing_grid_216,12.0,1002.6694,55.0,216.22,8.17
2018-04-16 23:00:00,beijing_grid_216,12.0,1002.8172,51.0,208.98,8.52
2018-04-17 00:00:00,beijing_grid_216,13.0,1002.9508,47.0,201.61,9.21
2018-04-17 01:00:00,beijing_grid_216,15.0,1003.0236,43.0,195.23,9.92
2018-04-17 02:00:00,beijing_grid_216,16.0,1002.9401,39.0,191.05,10.7
2018-04-17 03:00:00,beijing_grid_216,18.0,1002.4463,35.0,190.59,11.56
2018-04-17 04:00:00,beijing_grid_216,19.0,1001.4838,33.0,190.6,12.49
2018-04-17 05:00:00,beijing_grid_216,20.0,1000.7898,30.0,195.7,13.74
2018-04-17 06:00:00,beijing_grid_216,21.0,1000.0521,28.0,200.75,15.17
2018-04-17 07:00:00,beijing_grid_216,22.0,999.3293,26.0,204.55,16.52
2018-04-17 08:00:00,beijing_grid_216,23.0,998.7123,26.0,207.16,17.15
2018-04-17 09:00:00,beijing_grid_216,23.0,998.2994,27.0,209.0,16.34
2018-04-17 10:00:00,beijing_grid_216,23.0,998.9797,32.0,213.71,13.29
2018-04-17 11:00:00,beijing_grid_216,22.0,999.0531,36.0,217.0,10.26
2018-04-17 12:00:00,beijing_grid_216,20.0,999.2305,40.0,222.29,7.98
2018-04-17 13:00:00,beijing_grid_216,18.0,999.4766,42.0,228.07,7.42
2018-04-17 14:00:00,beijing_grid_216,19.0,999.5291,44.0,226.73,7.81
2018-04-17 15:00:00,beijing_grid_216,19.0,999.7241,46.0,230.06,8.32
2018-04-17 16:00:00,beijing_grid_216,16.0,999.7775,51.0,223.86,7.85
2018-04-17 17:00:00,beijing_grid_216,16.0,998.131,53.0,218.7,6.88
2018-04-17 18:00:00,beijing_grid_216,16.0,997.819,56.0,213.23,5.85
2018-04-17 19:00:00,beijing_grid_216,16.0,998.9889,61.0,209.29,4.9
2018-04-17 20:00:00,beijing_grid_216,16.0,997.7419,64.0,215.23,3.17
2018-04-17 21:00:00,beijing_grid_216,16.9,997.8776,66.0,217.15,1.69
2018-04-17 22:00:00,beijing_grid_216,15.0,999.2422,71.0,193.43,2.87
2018-04-17 23:00:00,beijing_grid_216,14.0,998.2161,66.0,165.49,2.23
2018-04-18 00:00:00,beijing_grid_216,15.0,997.214,61.0,144.13,2.7
2018-04-18 01:00:00,beijing_grid_216,15.0,999.6646,56.0,164.75,4.63
2018-04-18 02:00:00,beijing_grid_216,19.0,999.2445,50.0,176.97,6.57
2018-04-18 03:00:00,beijing_grid_216,20.0,998.8202,46.0,184.75,8.87
2018-04-18 04:00:00,beijing_grid_216,21.0,997.2081,43.0,192.81,11.59
2018-04-18 05:00:00,beijing_grid_216,22.0,996.5259,39.0,199.14,12.8
2018-04-18 06:00:00,beijing_grid_216,23.0,995.8677,36.0,204.27,13.48
2018-04-18 07:00:00,beijing_grid_216,25.0,995.2279,33.0,207.98,13.61
2018-04-18 08:00:00,beijing_grid_216,25.0,994.6646,33.0,211.31,13.17
2018-04-18 09:00:00,beijing_grid_216,25.0,994.2519,34.0,215.72,12.16
2018-04-18 10:00:00,beijing_grid_216,25.0,994.7813,38.0,225.38,9.35
2018-04-18 11:00:00,beijing_grid_216,24.0,995.0127,43.0,236.5,8.67
2018-04-18 12:00:00,beijing_grid_216,21.0,995.2803,47.0,247.25,7.88
2018-04-18 13:00:00,beijing_grid_216,20.0,995.6064,50.0,257.19,6.4
2018-04-18 14:00:00,beijing_grid_216,19.0,996.1919,52.0,275.21,4.84
2018-04-18 15:00:00,beijing_grid_216,18.0,996.8334,54.0,298.63,3.65
2018-04-18 16:00:00,beijing_grid_216,17.5,997.293,62.0,354.28,4.24
2018-04-18 17:00:00,beijing_grid_216,17.2,997.5411,63.0,20.11,4.08
2018-04-18 18:00:00,beijing_grid_216,16.9,997.7988,65.0,36.04,4.45
2018-04-18 19:00:00,beijing_grid_216,16.4,998.1624,67.0,36.13,5.17
2018-04-18 20:00:00,beijing_grid_216,16.1,998.6344,68.0,30.82,6.12
2018-04-18 21:00:00,beijing_grid_216,16.0,999.1938,68.0,28.93,7.19
2018-04-18 22:00:00,beijing_grid_216,16.0,999.9366,66.0,34.97,8.15
2018-04-18 23:00:00,beijing_grid_216,17.0,1000.737,61.0,44.55,9.38
2018-04-19 00:00:00,beijing_grid_216,19.0,1001.3631,56.0,52.82,10.83
2018-04-19 01:00:00,beijing_grid_216,20.0,1002.0882,52.0,59.39,13.44
2018-04-19 02:00:00,beijing_grid_216,22.0,1002.2947,49.0,66.04,14.52
2018-04-19 03:00:00,beijing_grid_216,24.0,1002.3479,45.0,74.58,15.55
2018-04-19 04:00:00,beijing_grid_216,25.0,1001.2137,43.0,90.8,14.41
2018-04-19 05:00:00,beijing_grid_216,26.0,1000.4922,39.0,112.75,13.75
2018-04-19 06:00:00,beijing_grid_216,26.0,1000.4922,39.0,112.75,13.75
2018-04-19 07:00:00,beijing_grid_216,26.0,1000.4922,39.0,112.75,13.75
2018-04-19 08:00:00,beijing_grid_216,28.0,997.7514,29.0,159.41,20.31
2018-04-19 09:00:00,beijing_grid_216,29.0,997.4195,30.0,158.18,20.81
2018-04-19 10:00:00,beijing_grid_216,28.0,998.1103,41.0,151.1,16.98
2018-04-19 11:00:00,beijing_grid_216,26.0,997.713,46.0,131.32,16.51
2018-04-19 12:00:00,beijing_grid_216,24.0,999.9257,50.0,113.43,16.67
2018-04-19 13:00:00,beijing_grid_216,24.0,1000.8356,53.0,95.44,14.32
2018-04-19 14:00:00,beijing_grid_216,22.0,1000.3455,55.0,76.47,10.67
2018-04-19 15:00:00,beijing_grid_216,21.0,1000.7824,57.0,55.72,9.06
2018-04-19 16:00:00,beijing_grid_216,15.9,999.4117,60.0,64.46,5.57
2018-04-19 17:00:00,beijing_grid_216,15.4,999.4511,62.0,57.45,6.61
2018-04-19 18:00:00,beijing_grid_216,15.1,1000.7005,65.0,53.5,8.08
2018-04-19 19:00:00,beijing_grid_216,15.0,999.3758,67.0,51.66,7.88
2018-04-19 20:00:00,beijing_grid_216,15.0,1000.5385,69.0,46.51,8.04
2018-04-19 21:00:00,beijing_grid_216,15.0,1000.4832,69.0,44.52,7.99
2018-04-19 22:00:00,beijing_grid_216,15.0,1000.4619,67.0,45.4,8.81
2018-04-19 23:00:00,beijing_grid_216,15.0,1000.5059,62.0,49.09,9.0
2018-04-20 00:00:00,beijing_grid_216,17.0,1000.0647,57.0,59.82,7.18
2018-04-20 01:00:00,beijing_grid_216,18.0,1000.388,51.0,93.28,4.17
2018-04-20 02:00:00,beijing_grid_216,20.0,1000.1048,46.0,170.37,5.77
2018-04-20 03:00:00,beijing_grid_216,21.0,999.6086,40.0,191.61,11.27
2018-04-20 04:00:00,beijing_grid_216,24.0,998.0624,31.0,197.95,18.62
2018-04-20 05:00:00,beijing_grid_216,25.0,997.2372,28.0,196.94,21.18
2018-04-20 06:00:00,beijing_grid_216,27.0,994.0512,25.0,194.65,22.9
2018-04-20 07:00:00,beijing_grid_216,28.0,995.4092,22.0,194.19,24.44
2018-04-20 08:00:00,beijing_grid_216,29.0,994.5779,21.0,194.24,25.01
2018-04-20 09:00:00,beijing_grid_216,29.0,994.0379,21.0,196.18,23.49
2018-04-20 10:00:00,beijing_grid_216,28.0,995.2599,27.0,203.3,16.57
2018-04-20 11:00:00,beijing_grid_216,27.0,995.3594,30.0,215.33,11.79
2018-04-20 12:00:00,beijing_grid_216,24.0,995.4379,33.0,221.84,8.02
2018-04-20 13:00:00,beijing_grid_216,22.0,995.8491,36.0,229.72,6.93
2018-04-20 14:00:00,beijing_grid_216,21.0,996.1185,38.0,214.91,6.35
2018-04-20 15:00:00,beijing_grid_216,20.0,996.2712,39.0,200.08,6.14
2018-04-20 16:00:00,beijing_grid_216,28.0,996.5548,42.0,146.43,3.31
2018-04-20 17:00:00,beijing_grid_216,23.8,996.4198,43.0,104.55,3.07
2018-04-20 18:00:00,beijing_grid_216,23.4,996.1448,44.0,65.94,4.71
2018-04-20 19:00:00,beijing_grid_216,23.1,996.221,46.0,48.33,6.55
2018-04-20 20:00:00,beijing_grid_216,22.8,995.0876,47.0,39.27,9.04
2018-04-20 21:00:00,beijing_grid_216,23.0,996.5536,48.0,34.88,11.27
2018-04-20 22:00:00,beijing_grid_216,19.0,997.1589,53.0,24.18,12.52
2018-04-20 23:00:00,beijing_grid_216,19.0,997.8231,55.0,24.39,14.56
2018-04-21 00:00:00,beijing_grid_216,19.0,997.5942,60.0,23.8,15.3
2018-04-21 01:00:00,beijing_grid_216,18.0,999.2004,66.0,26.56,16.99
2018-04-21 02:00:00,beijing_grid_216,15.0,998.8772,75.0,29.01,16.76
2018-04-21 03:00:00,beijing_grid_216,15.0,1000.3969,81.0,34.24,17.74
2018-04-21 04:00:00,beijing_grid_216,15.0,1000.8372,80.0,47.81,20.85
2018-04-21 05:00:00,beijing_grid_216,15.0,1000.4596,83.0,55.11,22.97
2018-04-21 06:00:00,beijing_grid_216,15.0,1002.314,84.0,57.55,25.62
2018-04-21 07:00:00,beijing_grid_216,15.0,1002.9549,84.0,55.55,26.36
2018-04-21 08:00:00,beijing_grid_216,15.0,1003.056,82.0,50.95,25.68
2018-04-21 09:00:00,beijing_grid_216,14.0,1003.4627,81.0,46.67,25.36
2018-04-21 10:00:00,beijing_grid_216,14.0,1004.0969,79.0,57.52,24.11
2018-04-21 11:00:00,beijing_grid_216,13.0,1004.9982,77.0,57.61,21.86
2018-04-21 12:00:00,beijing_grid_216,14.0,1006.1488,75.0,56.38,19.87
2018-04-21 13:00:00,beijing_grid_216,13.0,1006.9213,74.0,54.19,19.28
2018-04-21 14:00:00,beijing_grid_216,12.0,1007.6927,73.0,50.56,19.09
2018-04-21 15:00:00,beijing_grid_216,13.0,1008.1918,72.0,46.84,18.93
2018-04-21 16:00:00,beijing_grid_216,21.6,1007.3512,68.0,39.94,16.6
2018-04-21 17:00:00,beijing_grid_216,16.9,1007.3389,68.0,38.5,16.41
2018-04-21 18:00:00,beijing_grid_216,17.0,1007.3234,68.0,37.79,16.51
2018-04-21 19:00:00,beijing_grid_216,16.9,1005.7212,65.0,35.2,16.53
2018-04-21 20:00:00,beijing_grid_216,16.6,1007.4742,64.0,35.4,17.29
2018-04-21 21:00:00,beijing_grid_216,16.1,1007.8311,62.0,36.42,17.13
2018-04-21 22:00:00,beijing_grid_216,10.0,1008.0041,60.0,37.56,16.06
2018-04-21 23:00:00,beijing_grid_216,10.0,1009.6839,61.0,39.89,14.12
2018-04-22 00:00:00,beijing_grid_216,11.0,1008.8641,57.0,36.74,12.28
2018-04-22 01:00:00,beijing_grid_216,11.0,1009.2535,54.0,35.48,11.55
2018-04-22 02:00:00,beijing_grid_216,11.0,1010.8161,52.0,36.76,11.4
2018-04-22 03:00:00,beijing_grid_216,12.0,1010.9034,50.0,36.29,11.37
2018-04-22 04:00:00,beijing_grid_216,13.0,1009.7962,57.0,23.65,10.82
2018-04-22 05:00:00,beijing_grid_216,13.0,1010.632,57.0,20.7,10.03
2018-04-22 06:00:00,beijing_grid_216,13.0,1010.4179,56.0,20.2,9.46
2018-04-22 07:00:00,beijing_grid_216,14.0,1010.0307,53.0,24.33,9.72
2018-04-22 08:00:00,beijing_grid_216,13.0,1009.5288,50.0,29.77,10.07
2018-04-22 09:00:00,beijing_grid_216,13.0,1009.259,49.0,36.62,9.98
2018-04-22 10:00:00,beijing_grid_216,13.0,1009.5212,52.0,31.55,11.74
2018-04-22 11:00:00,beijing_grid_216,13.0,1009.6339,53.0,29.48,9.58
2018-04-22 12:00:00,beijing_grid_216,12.0,1009.7845,53.0,21.24,7.91
2018-04-22 13:00:00,beijing_grid_216,12.0,1010.1516,55.0,11.6,7.42
2018-04-22 14:00:00,beijing_grid_216,12.0,1009.2882,57.0,3.0,7.53
2018-04-22 15:00:00,beijing_grid_216,12.0,1010.7424,59.0,359.32,8.14
2018-04-22 16:00:00,beijing_grid_216,15.0,1008.4367,58.0,15.68,8.04
2018-04-22 17:00:00,beijing_grid_216,11.6,1010.1577,60.0,12.76,7.68
2018-04-22 18:00:00,beijing_grid_216,12.2,1009.7273,61.0,7.7,7.1
2018-04-22 19:00:00,beijing_grid_216,12.8,1009.4434,62.0,2.73,6.59
2018-04-22 20:00:00,beijing_grid_216,13.4,1009.157,61.0,359.75,6.38
2018-04-22 21:00:00,beijing_grid_216,14.0,1009.2997,61.0,356.89,6.15
2018-04-22 22:00:00,beijing_grid_216,11.0,1009.4273,55.0,4.94,7.04
2018-04-22 23:00:00,beijing_grid_216,11.0,1008.2571,51.0,11.57,6.91
2018-04-23 00:00:00,beijing_grid_216,12.0,1009.6706,47.0,23.91,7.19
2018-04-23 01:00:00,beijing_grid_216,12.0,1009.7436,43.0,39.34,7.7
2018-04-23 02:00:00,beijing_grid_216,13.0,1009.6783,40.0,51.55,8.86
2018-04-23 03:00:00,beijing_grid_216,15.0,1009.6247,39.0,63.75,9.92
2018-04-23 04:00:00,beijing_grid_216,16.0,1009.471,41.0,63.49,10.85
2018-04-23 05:00:00,beijing_grid_216,17.0,1009.7609,39.0,66.41,12.17
2018-04-23 06:00:00,beijing_grid_216,17.0,1009.3037,36.0,65.7,12.75
2018-04-23 07:00:00,beijing_grid_216,18.0,1008.469,34.0,67.03,12.78
2018-04-23 08:00:00,beijing_grid_216,18.0,1008.2425,33.0,71.41,12.37
2018-04-23 09:00:00,beijing_grid_216,18.0,1008.1113,33.0,72.35,10.4
2018-04-23 10:00:00,beijing_grid_216,18.0,1008.2673,39.0,83.3,7.85
2018-04-23 11:00:00,beijing_grid_216,17.0,1008.8675,43.0,94.78,3.78
2018-04-23 12:00:00,beijing_grid_216,14.0,1009.6314,47.0,150.83,0.76
2018-04-23 13:00:00,beijing_grid_216,14.0,1010.4166,49.0,280.47,1.39
2018-04-23 14:00:00,beijing_grid_216,13.0,1010.967,50.0,318.7,1.97
2018-04-23 15:00:00,beijing_grid_216,12.0,1011.6669,51.0,341.12,4.05
2018-04-23 16:00:00,beijing_grid_216,11.2,1011.7954,56.0,312.88,5.76
2018-04-23 17:00:00,beijing_grid_216,11.1,1011.5145,56.0,320.32,6.2
2018-04-23 18:00:00,beijing_grid_216,11.0,1011.4422,56.0,325.71,6.93
2018-04-23 19:00:00,beijing_grid_216,11.0,1011.0188,54.0,329.13,7.71
2018-04-23 20:00:00,beijing_grid_216,11.2,1011.0172,53.0,328.23,8.61
2018-04-23 21:00:00,beijing_grid_216,11.3,1011.0046,49.0,326.53,8.89
2018-04-23 22:00:00,beijing_grid_216,9.0,1011.1876,49.0,324.53,7.71
2018-04-23 23:00:00,beijing_grid_216,11.0,1010.1754,41.0,330.5,6.52
2018-04-24 00:00:00,beijing_grid_216,16.0,1011.6754,35.0,350.68,5.99
2018-04-24 01:00:00,beijing_grid_216,19.0,1011.6073,28.0,20.75,7.9
2018-04-24 02:00:00,beijing_grid_216,21.0,1011.2902,22.0,36.54,11.58
2018-04-24 03:00:00,beijing_grid_216,22.0,1010.7738,18.0,43.51,14.46
2018-04-24 04:00:00,beijing_grid_216,22.0,1010.2518,15.0,48.76,15.47
2018-04-24 05:00:00,beijing_grid_216,23.0,1009.3859,15.0,53.44,13.86
2018-04-24 06:00:00,beijing_grid_216,22.0,1008.5273,15.0,61.55,11.96
