time,station_id,temperature,pressure,humidity,wind_speed,wind_direction
2018-05-12 13:00:00,beijing_grid_216,21.42,992.884003518,71.0,2.12,278.45
2018-05-12 14:00:00,beijing_grid_216,20.09,993.31701355,69.0,7.29,263.54
2018-05-12 15:00:00,beijing_grid_216,18.67,993.51703125,67.0,9.3,262.1
2018-05-12 16:00:00,beijing_grid_216,17.4,993.41315784,65.0,6.07,260.83
2018-05-12 17:00:00,beijing_grid_216,17.0,993.163019817,66.0,0.17,294.66
2018-05-12 18:00:00,beijing_grid_216,16.71,992.981375,70.0,4.95,69.22
2018-05-12 19:00:00,beijing_grid_216,16.58,993.031577508,74.0,6.85,55.18
2018-05-12 20:00:00,beijing_grid_216,16.6,993.271366672,78.0,7.15,34.08
2018-05-12 21:00:00,beijing_grid_216,16.73,993.607078125,79.0,7.29,15.05
2018-05-12 22:00:00,beijing_grid_216,16.88,993.955273447,73.0,6.81,8.44
2018-05-12 23:00:00,beijing_grid_216,18.3,994.273418008,65.0,5.28,14.2
2018-05-13 00:00:00,beijing_grid_216,17.0,994.529203125,56.0,3.41,43.06
2018-05-13 01:00:00,beijing_grid_216,20.32,994.681740162,48.0,3.69,102.48
2018-05-13 02:00:00,beijing_grid_216,21.24,994.655820671,43.0,6.15,133.14
2018-05-13 03:00:00,beijing_grid_216,22.11,994.36765625,38.0,8.36,148.89
2018-05-13 04:00:00,beijing_grid_216,22.95,993.767054677,34.0,9.62,163.85
2018-05-13 05:00:00,beijing_grid_216,23.77,992.93820845,29.0,10.82,179.06
2018-05-13 06:00:00,beijing_grid_216,24.56,991.99890625,26.0,12.65,190.52
2018-05-13 07:00:00,beijing_grid_216,25.66,991.069174812,22.0,14.93,195.75
2018-05-13 08:00:00,beijing_grid_216,30.0,990.277993097,20.0,16.56,197.18
2018-05-13 09:00:00,beijing_grid_216,28.7,989.756578125,20.0,16.47,196.95
2018-05-13 10:00:00,beijing_grid_216,30.0,989.604950359,21.0,14.06,196.23
2018-05-13 11:00:00,beijing_grid_216,29.52,989.798344045,23.0,10.35,197.15
2018-05-13 12:00:00,beijing_grid_216,28.53,990.280796875,25.0,6.89,206.81
2018-05-13 13:00:00,beijing_grid_216,28.53,990.280796875,25.0,6.89,206.81
2018-05-13 14:00:00,beijing_grid_216,28.53,990.280796875,25.0,6.89,206.81
2018-05-13 15:00:00,beijing_grid_216,28.53,990.280796875,25.0,6.89,206.81
2018-05-13 16:00:00,beijing_grid_216,28.53,990.280796875,25.0,6.89,206.81
2018-05-13 17:00:00,beijing_grid_216,28.53,990.280796875,25.0,6.89,206.81
2018-05-13 18:00:00,beijing_grid_216,28.53,990.280796875,25.0,6.89,206.81
2018-05-13 19:00:00,beijing_grid_216,28.53,990.280796875,25.0,6.89,206.81
2018-05-13 20:00:00,beijing_grid_216,28.53,990.280796875,25.0,6.89,206.81
2018-05-13 21:00:00,beijing_grid_216,28.53,990.280796875,25.0,6.89,206.81
2018-05-13 22:00:00,beijing_grid_216,28.53,990.280796875,25.0,6.89,206.81
2018-05-13 23:00:00,beijing_grid_216,28.53,990.280796875,25.0,6.89,206.81
2018-05-11 00:00:00,beijing_grid_224,15.0,941.9089,67.0,6.14,92.95
2018-05-11 01:00:00,beijing_grid_224,16.0,942.3822,58.0,7.86,116.23
2018-05-11 02:00:00,beijing_grid_224,16.0,942.1981,48.0,10.44,132.65
2018-05-11 03:00:00,beijing_grid_224,16.0,941.7466,40.0,12.82,143.2
2018-05-11 04:00:00,beijing_grid_224,17.0,940.9874,38.0,18.19,160.6
2018-05-11 05:00:00,beijing_grid_224,18.0,940.4714,38.0,17.49,162.35
2018-05-11 06:00:00,beijing_grid_224,18.0,940.0341,40.0,15.82,162.69
2018-05-11 07:00:00,beijing_grid_224,19.0,939.7326,41.0,14.09,161.5
2018-05-11 08:00:00,beijing_grid_224,19.0,939.5304,42.0,12.27,158.94
2018-05-11 09:00:00,beijing_grid_224,18.0,939.3678,44.0,10.08,155.15
2018-05-11 10:00:00,beijing_grid_224,18.0,939.7879,60.0,9.5,144.53
2018-05-11 11:00:00,beijing_grid_224,17.0,939.7659,63.0,7.74,138.95
2018-05-11 12:00:00,beijing_grid_224,17.0,939.8505,66.0,6.31,132.54
2018-05-11 13:00:00,beijing_grid_224,15.33,940.089237476,69.0,5.47,125.84
2018-05-11 14:00:00,beijing_grid_224,14.67,940.357386816,73.0,5.06,120.33
2018-05-11 15:00:00,beijing_grid_224,14.0,940.4871875,75.0,4.84,116.73
2018-05-11 16:00:00,beijing_grid_224,14.33,940.358135305,76.0,4.62,114.81
2018-05-11 17:00:00,beijing_grid_224,14.67,940.038751211,77.0,4.33,114.37
2018-05-11 18:00:00,beijing_grid_224,15.0,939.6448125,80.0,3.92,115.41
2018-05-11 19:00:00,beijing_grid_224,14.0,939.274446422,84.0,3.38,118.22
2018-05-11 20:00:00,beijing_grid_224,13.0,938.9551801,88.0,2.83,123.74
2018-05-11 21:00:00,beijing_grid_224,13.4,938.696890625,90.0,2.43,132.81
2018-05-11 22:00:00,beijing_grid_224,16.4,938.503138614,88.0,2.34,144.76
2018-05-11 23:00:00,beijing_grid_224,18.3,938.352218783,81.0,2.74,157.88
2018-05-12 00:00:00,beijing_grid_224,20.0,938.216109375,72.0,3.86,168.24
2018-05-12 01:00:00,beijing_grid_224,22.5,938.053547734,62.0,5.75,173.76
2018-05-12 02:00:00,beijing_grid_224,24.0,937.770307615,52.0,8.07,173.99
2018-05-12 03:00:00,beijing_grid_224,25.1,937.258921875,44.0,10.41,170.0
2018-05-12 04:00:00,beijing_grid_224,25.6,936.462029824,37.0,12.58,162.99
2018-05-12 05:00:00,beijing_grid_224,25.9,935.522696589,34.0,14.59,156.44
2018-05-12 06:00:00,beijing_grid_224,26.0,934.63409375,35.0,16.22,152.67
2018-05-12 07:00:00,beijing_grid_224,26.0,933.957054613,40.0,17.08,152.52
2018-05-12 08:00:00,beijing_grid_224,25.8,933.523059385,48.0,16.95,154.76
2018-05-12 09:00:00,beijing_grid_224,25.7,933.33125,57.0,15.71,158.44
2018-05-12 10:00:00,beijing_grid_224,25.2,933.372178809,63.0,13.33,163.52
2018-05-12 11:00:00,beijing_grid_224,23.1,933.60203983,66.0,10.33,171.95
2018-05-12 12:00:00,beijing_grid_224,20.21,933.9684375,66.0,7.57,187.96
2018-05-12 13:00:00,beijing_grid_224,18.76,934.407025291,63.0,6.09,214.51
2018-05-12 14:00:00,beijing_grid_224,17.36,934.805652822,59.0,5.97,241.07
2018-05-12 15:00:00,beijing_grid_224,15.95,935.04021875,54.0,5.85,259.34
2018-05-12 16:00:00,beijing_grid_224,14.46,935.03274086,50.0,4.72,274.7
2018-05-12 17:00:00,beijing_grid_224,13.89,934.889713463,49.0,3.19,296.94
2018-05-12 18:00:00,beijing_grid_224,13.39,934.76375,51.0,2.35,328.58
2018-05-12 19:00:00,beijing_grid_224,13.07,934.774364855,55.0,2.14,342.41
2018-05-12 20:00:00,beijing_grid_224,13.0,934.908676194,59.0,2.12,331.76
2018-05-12 21:00:00,beijing_grid_224,13.0,935.120703125,58.0,2.71,313.97
2018-05-12 22:00:00,beijing_grid_224,14.93,935.365098908,51.0,3.92,305.47
2018-05-12 23:00:00,beijing_grid_224,17.33,935.599053404,40.0,5.24,298.19
2018-05-13 00:00:00,beijing_grid_224,19.96,935.780390625,29.0,6.41,285.62
2018-05-13 01:00:00,beijing_grid_224,22.48,935.864325162,22.0,7.8,266.93
2018-05-13 02:00:00,beijing_grid_224,24.68,935.795633918,19.0,9.81,251.01
2018-05-13 03:00:00,beijing_grid_224,26.47,935.516484375,17.0,11.78,242.1
2018-05-13 04:00:00,beijing_grid_224,27.79,934.996396741,16.0,12.84,238.73
2018-05-13 05:00:00,beijing_grid_224,28.65,934.314302129,14.0,12.97,235.38
2018-05-13 06:00:00,beijing_grid_224,29.0,933.576484375,13.0,12.65,226.55
2018-05-13 07:00:00,beijing_grid_224,29.0,932.889266693,13.0,12.97,209.52
2018-05-13 08:00:00,beijing_grid_224,29.0,932.35912979,14.0,14.23,191.72
2018-05-13 09:00:00,beijing_grid_224,29.0,932.09259375,18.0,15.01,177.97
2018-05-13 10:00:00,beijing_grid_224,28.35,932.159505238,24.0,13.76,166.57
2018-05-13 11:00:00,beijing_grid_224,26.03,932.483017253,31.0,11.28,154.52
2018-05-13 12:00:00,beijing_grid_224,23.81,932.949609375,37.0,8.82,142.7
2018-05-13 13:00:00,beijing_grid_224,23.81,932.949609375,37.0,8.82,142.7
2018-05-13 14:00:00,beijing_grid_224,23.81,932.949609375,37.0,8.82,142.7
2018-05-13 15:00:00,beijing_grid_224,23.81,932.949609375,37.0,8.82,142.7
2018-05-13 16:00:00,beijing_grid_224,23.81,932.949609375,37.0,8.82,142.7
2018-05-13 17:00:00,beijing_grid_224,23.81,932.949609375,37.0,8.82,142.7
2018-05-13 18:00:00,beijing_grid_224,23.81,932.949609375,37.0,8.82,142.7
2018-05-13 19:00:00,beijing_grid_224,23.81,932.949609375,37.0,8.82,142.7
2018-05-13 20:00:00,beijing_grid_224,23.81,932.949609375,37.0,8.82,142.7
2018-05-13 21:00:00,beijing_grid_224,23.81,932.949609375,37.0,8.82,142.7
2018-05-13 22:00:00,beijing_grid_224,23.81,932.949609375,37.0,8.82,142.7
2018-05-13 23:00:00,beijing_grid_224,23.81,932.949609375,37.0,8.82,142.7
2018-05-11 00:00:00,beijing_grid_225,15.0,939.0891,68.0,6.61,102.0
2018-05-11 01:00:00,beijing_grid_225,16.0,939.0795,60.0,8.67,124.44
2018-05-11 02:00:00,beijing_grid_225,16.0,938.8873,51.0,11.72,138.86
2018-05-11 03:00:00,beijing_grid_225,16.0,938.4314,42.0,14.33,148.21
2018-05-11 04:00:00,beijing_grid_225,17.0,933.9603,40.0,19.92,162.41
2018-05-11 05:00:00,beijing_grid_225,18.0,937.1959,39.0,19.56,164.97
2018-05-11 06:00:00,beijing_grid_225,18.0,936.7573,40.0,17.88,165.83
2018-05-11 07:00:00,beijing_grid_225,19.0,930.8702,43.0,15.3,162.84
2018-05-11 08:00:00,beijing_grid_225,19.0,936.2453,43.0,14.34,161.3
2018-05-11 09:00:00,beijing_grid_225,18.0,936.0846,44.0,11.99,156.63
2018-05-11 10:00:00,beijing_grid_225,18.0,930.8288,64.0,10.06,143.17
2018-05-11 11:00:00,beijing_grid_225,17.0,936.4354,65.0,8.4,138.17
2018-05-11 12:00:00,beijing_grid_225,17.0,936.5289,68.0,6.6,129.81
2018-05-11 13:00:00,beijing_grid_225,15.33,936.766466859,70.0,5.56,120.88
2018-05-11 14:00:00,beijing_grid_225,14.67,937.024768193,73.0,5.08,114.46
2018-05-11 15:00:00,beijing_grid_225,14.0,937.14,75.0,4.86,112.7
2018-05-11 16:00:00,beijing_grid_225,14.33,936.995153389,76.0,4.67,115.77
2018-05-11 17:00:00,beijing_grid_225,14.67,936.660424916,77.0,4.42,121.72
2018-05-11 18:00:00,beijing_grid_225,15.0,936.2528125,80.0,4.01,128.31
2018-05-11 19:00:00,beijing_grid_225,14.0,935.871412062,85.0,3.35,134.28
2018-05-11 20:00:00,beijing_grid_225,13.0,935.54371154,90.0,2.6,141.39
2018-05-11 21:00:00,beijing_grid_225,13.4,935.279296875,93.0,2.07,151.87
2018-05-11 22:00:00,beijing_grid_225,16.4,935.081238293,89.0,2.02,164.47
2018-05-11 23:00:00,beijing_grid_225,18.3,934.92654316,82.0,2.64,175.21
2018-05-12 00:00:00,beijing_grid_225,20.0,934.785703125,73.0,4.12,181.88
2018-05-12 01:00:00,beijing_grid_225,22.5,934.61725745,62.0,6.53,185.03
2018-05-12 02:00:00,beijing_grid_225,24.0,934.331935844,51.0,9.36,184.33
2018-05-12 03:00:00,beijing_grid_225,25.1,933.828515625,42.0,12.05,180.24
2018-05-12 04:00:00,beijing_grid_225,25.6,933.053293827,35.0,14.29,173.28
2018-05-12 05:00:00,beijing_grid_225,25.9,932.142646335,31.0,16.32,166.3
2018-05-12 06:00:00,beijing_grid_225,26.0,931.28046875,32.0,18.18,161.67
2018-05-12 07:00:00,beijing_grid_225,26.0,930.619795831,36.0,19.62,160.32
2018-05-12 08:00:00,beijing_grid_225,25.8,930.190218978,44.0,20.13,160.78
2018-05-12 09:00:00,beijing_grid_225,25.7,929.99046875,52.0,19.24,161.59
2018-05-12 10:00:00,beijing_grid_225,25.2,930.01328095,59.0,16.64,161.98
2018-05-12 11:00:00,beijing_grid_225,23.1,930.227412359,63.0,12.9,163.31
2018-05-12 12:00:00,beijing_grid_225,20.26,930.595625,64.0,8.88,170.17
2018-05-12 13:00:00,beijing_grid_225,18.76,931.062097729,62.0,5.88,194.03
2018-05-12 14:00:00,beijing_grid_225,17.31,931.496676726,58.0,5.34,232.58
2018-05-12 15:00:00,beijing_grid_225,15.87,931.750625,53.0,5.95,258.24
2018-05-12 16:00:00,beijing_grid_225,14.37,931.72913253,49.0,5.48,275.18
2018-05-12 17:00:00,beijing_grid_225,13.82,931.553097172,47.0,4.28,294.8
2018-05-12 18:00:00,beijing_grid_225,13.35,931.39734375,48.0,3.38,318.99
2018-05-12 19:00:00,beijing_grid_225,13.05,931.398203747,51.0,3.03,333.42
2018-05-12 20:00:00,beijing_grid_225,13.0,931.53803528,54.0,2.88,332.52
2018-05-12 21:00:00,beijing_grid_225,13.0,931.760703125,54.0,3.14,321.56
2018-05-12 22:00:00,beijing_grid_225,13.33,932.012384079,48.0,4.03,310.41
2018-05-12 23:00:00,beijing_grid_225,15.79,932.248503027,38.0,5.28,298.3
2018-05-13 00:00:00,beijing_grid_225,18.55,932.426796875,29.0,6.86,282.22
2018-05-13 01:00:00,beijing_grid_225,21.21,932.50320901,22.0,9.22,264.29
2018-05-13 02:00:00,beijing_grid_225,23.58,932.426508745,19.0,12.27,252.1
2018-05-13 03:00:00,beijing_grid_225,25.58,932.143671875,17.0,14.99,246.57
2018-05-13 04:00:00,beijing_grid_225,27.18,931.62669539,15.0,16.44,245.73
2018-05-13 05:00:00,beijing_grid_225,28.34,930.947661066,14.0,16.64,244.74
2018-05-13 06:00:00,beijing_grid_225,29.0,930.203671875,12.0,16.01,238.56
2018-05-13 07:00:00,beijing_grid_225,29.0,929.496111862,11.0,15.56,223.39
2018-05-13 08:00:00,beijing_grid_225,29.0,928.943489353,12.0,16.01,204.68
2018-05-13 09:00:00,beijing_grid_225,29.0,928.66859375,16.0,16.27,188.35
2018-05-13 10:00:00,beijing_grid_225,28.55,928.751912719,23.0,14.68,173.79
2018-05-13 11:00:00,beijing_grid_225,26.46,929.104727007,32.0,12.12,157.77
2018-05-13 12:00:00,beijing_grid_225,24.44,929.596015625,38.0,9.87,141.99
2018-05-13 13:00:00,beijing_grid_225,24.44,929.596015625,38.0,9.87,141.99
2018-05-13 14:00:00,beijing_grid_225,24.44,929.596015625,38.0,9.87,141.99
2018-05-13 15:00:00,beijing_grid_225,24.44,929.596015625,38.0,9.87,141.99
2018-05-13 16:00:00,beijing_grid_225,24.44,929.596015625,38.0,9.87,141.99
2018-05-13 17:00:00,beijing_grid_225,24.44,929.596015625,38.0,9.87,141.99
2018-05-13 18:00:00,beijing_grid_225,24.44,929.596015625,38.0,9.87,141.99
2018-05-13 19:00:00,beijing_grid_225,24.44,929.596015625,38.0,9.87,141.99
2018-05-13 20:00:00,beijing_grid_225,24.44,929.596015625,38.0,9.87,141.99
2018-05-13 21:00:00,beijing_grid_225,24.44,929.596015625,38.0,9.87,141.99
2018-05-13 22:00:00,beijing_grid_225,24.44,929.596015625,38.0,9.87,141.99
2018-05-13 23:00:00,beijing_grid_225,24.44,929.596015625,38.0,9.87,141.99
2018-05-11 00:00:00,beijing_grid_238,20.0,1000.8772,38.0,5.92,184.95
2018-05-11 01:00:00,beijing_grid_238,20.0,998.9632,36.0,7.44,180.62
2018-05-11 02:00:00,beijing_grid_238,20.0,998.7465,34.0,9.55,177.29
2018-05-11 03:00:00,beijing_grid_238,20.0,998.2781,33.0,11.6,176.26
2018-05-11 04:00:00,beijing_grid_238,20.0,998.7577,31.0,16.07,187.35
2018-05-11 05:00:00,beijing_grid_238,20.0,997.3469,29.0,15.06,184.49
2018-05-11 06:00:00,beijing_grid_238,21.0,997.0895,29.0,13.63,183.73
2018-05-11 07:00:00,beijing_grid_238,23.0,995.5799,30.0,12.5,187.52
2018-05-11 08:00:00,beijing_grid_238,24.0,995.3491,33.0,11.55,195.04
2018-05-11 09:00:00,beijing_grid_238,23.0,995.1698,35.0,10.37,206.37
2018-05-11 10:00:00,beijing_grid_238,23.0,996.1774,48.0,9.13,208.2
2018-05-11 11:00:00,beijing_grid_238,22.0,996.1172,50.0,8.47,214.63
2018-05-11 12:00:00,beijing_grid_238,21.0,997.0281,52.0,6.93,218.41
2018-05-11 13:00:00,beijing_grid_238,20.17,997.340112951,56.0,4.64,226.96
2018-05-11 14:00:00,beijing_grid_238,20.33,997.723786764,60.0,2.13,243.19
2018-05-11 15:00:00,beijing_grid_238,20.5,997.933559375,64.0,0.35,0.75
2018-05-11 16:00:00,beijing_grid_238,19.67,997.794774183,66.0,2.11,83.89
2018-05-11 17:00:00,beijing_grid_238,18.83,997.416308943,68.0,4.0,98.49
2018-05-11 18:00:00,beijing_grid_238,18.0,996.977925,70.0,5.22,101.67
2018-05-11 19:00:00,beijing_grid_238,17.0,996.626454669,73.0,5.28,94.5
2018-05-11 20:00:00,beijing_grid_238,16.4,996.377014153,75.0,5.02,79.77
2018-05-11 21:00:00,beijing_grid_238,17.8,996.211790625,76.0,5.3,66.33
2018-05-11 22:00:00,beijing_grid_238,20.6,996.111975426,75.0,6.1,63.9
2018-05-11 23:00:00,beijing_grid_238,23.6,996.054776573,71.0,6.76,68.84
2018-05-12 00:00:00,beijing_grid_238,25.0,996.01640625,65.0,6.74,77.95
2018-05-12 01:00:00,beijing_grid_238,26.6,995.945826842,59.0,5.79,94.11
2018-05-12 02:00:00,beijing_grid_238,27.8,995.683001544,53.0,5.06,126.74
2018-05-12 03:00:00,beijing_grid_238,28.4,995.04064375,47.0,6.69,164.15
2018-05-12 04:00:00,beijing_grid_238,28.9,993.919389889,42.0,10.3,182.56
2018-05-12 05:00:00,beijing_grid_238,29.0,992.571568524,37.0,12.97,189.37
2018-05-12 06:00:00,beijing_grid_238,29.0,991.33743125,34.0,12.04,191.36
2018-05-12 07:00:00,beijing_grid_238,29.0,990.487069619,33.0,6.26,187.48
2018-05-12 08:00:00,beijing_grid_238,29.0,990.009935007,35.0,1.91,60.43
2018-05-12 09:00:00,beijing_grid_238,28.6,989.82531875,40.0,6.74,34.58
2018-05-12 10:00:00,beijing_grid_238,27.5,989.861914738,47.0,6.65,44.13
2018-05-12 11:00:00,beijing_grid_238,25.4,990.086027094,55.0,3.81,78.05
2018-05-12 12:00:00,beijing_grid_238,23.19,990.4733625,61.0,3.12,161.98
2018-05-12 13:00:00,beijing_grid_238,21.5,990.975911244,63.0,5.17,220.76
2018-05-12 14:00:00,beijing_grid_238,20.13,991.45079805,62.0,7.73,248.28
2018-05-12 15:00:00,beijing_grid_238,18.64,991.73143125,61.0,8.0,259.62
2018-05-12 16:00:00,beijing_grid_238,17.97,991.712272694,62.0,4.02,257.35
2018-05-12 17:00:00,beijing_grid_238,17.38,991.531998299,64.0,2.2,107.51
2018-05-12 18:00:00,beijing_grid_238,16.95,991.3903375,68.0,6.57,88.66
2018-05-12 19:00:00,beijing_grid_238,16.72,991.440914532,73.0,7.23,72.64
2018-05-12 20:00:00,beijing_grid_238,16.66,991.652932829,76.0,6.4,44.92
2018-05-12 21:00:00,beijing_grid_238,16.7,991.949490625,77.0,6.38,17.12
2018-05-12 22:00:00,beijing_grid_238,16.85,992.261454016,72.0,6.04,8.56
2018-05-12 23:00:00,beijing_grid_238,18.4,992.550760547,63.0,4.6,17.2
2018-05-13 00:00:00,beijing_grid_238,17.0,992.787115625,55.0,3.12,53.41
2018-05-13 01:00:00,beijing_grid_238,20.78,992.931679243,47.0,3.83,107.15
2018-05-13 02:00:00,beijing_grid_238,21.84,992.911429729,41.0,6.07,133.78
2018-05-13 03:00:00,beijing_grid_238,22.84,992.6448,37.0,8.23,148.29
2018-05-13 04:00:00,beijing_grid_238,23.82,992.081532602,33.0,9.84,160.57
2018-05-13 05:00:00,beijing_grid_238,24.79,991.296608614,29.0,11.28,171.9
2018-05-13 06:00:00,beijing_grid_238,25.73,990.39631875,26.0,12.92,180.91
2018-05-13 07:00:00,beijing_grid_238,26.65,989.491250188,23.0,14.68,186.51
2018-05-13 08:00:00,beijing_grid_238,31.0,988.709175976,21.0,15.77,189.48
2018-05-13 09:00:00,beijing_grid_238,29.6,988.182165625,20.0,15.31,190.87
2018-05-13 10:00:00,beijing_grid_238,30.94,988.011584353,21.0,12.84,191.44
2018-05-13 11:00:00,beijing_grid_238,30.36,988.175980192,23.0,9.44,193.22
2018-05-13 12:00:00,beijing_grid_238,29.45,988.623196875,24.0,6.6,201.54
2018-05-13 13:00:00,beijing_grid_238,29.45,988.623196875,24.0,6.6,201.54
2018-05-13 14:00:00,beijing_grid_238,29.45,988.623196875,24.0,6.6,201.54
2018-05-13 15:00:00,beijing_grid_238,29.45,988.623196875,24.0,6.6,201.54
2018-05-13 16:00:00,beijing_grid_238,29.45,988.623196875,24.0,6.6,201.54
2018-05-13 17:00:00,beijing_grid_238,29.45,988.623196875,24.0,6.6,201.54
2018-05-13 18:00:00,beijing_grid_238,29.45,988.623196875,24.0,6.6,201.54
2018-05-13 19:00:00,beijing_grid_238,29.45,988.623196875,24.0,6.6,201.54
2018-05-13 20:00:00,beijing_grid_238,29.45,988.623196875,24.0,6.6,201.54
2018-05-13 21:00:00,beijing_grid_238,29.45,988.623196875,24.0,6.6,201.54
2018-05-13 22:00:00,beijing_grid_238,29.45,988.623196875,24.0,6.6,201.54
2018-05-13 23:00:00,beijing_grid_238,29.45,988.623196875,24.0,6.6,201.54
2018-05-11 00:00:00,beijing_grid_239,20.0,993.3975,40.0,3.98,167.84
2018-05-11 01:00:00,beijing_grid_239,20.0,993.3979,37.0,6.05,169.45
2018-05-11 02:00:00,beijing_grid_239,20.0,997.2826,34.0,8.69,172.47
2018-05-11 03:00:00,beijing_grid_239,20.0,992.713,33.0,10.93,170.7
2018-05-11 04:00:00,beijing_grid_239,20.0,991.8317,32.0,15.76,183.85
2018-05-11 05:00:00,beijing_grid_239,20.0,991.101,30.0,14.72,181.11
2018-05-11 06:00:00,beijing_grid_239,21.0,990.4853,30.0,13.13,179.73
2018-05-11 07:00:00,beijing_grid_239,23.0,994.2577,30.0,12.2,184.84
2018-05-11 08:00:00,beijing_grid_239,24.0,995.6791,32.0,11.45,194.31
2018-05-11 09:00:00,beijing_grid_239,23.0,993.7303,35.0,9.68,204.46
2018-05-11 10:00:00,beijing_grid_239,23.0,990.6582,50.0,8.12,204.3
2018-05-11 11:00:00,beijing_grid_239,22.0,990.6029,52.0,7.57,211.0
2018-05-11 12:00:00,beijing_grid_239,21.0,994.7528,52.0,6.87,218.24
2018-05-11 13:00:00,beijing_grid_239,20.17,990.981536126,57.0,4.46,220.98
2018-05-11 14:00:00,beijing_grid_239,20.33,991.354194726,61.0,2.05,223.58
2018-05-11 15:00:00,beijing_grid_239,20.5,991.554684375,65.0,0.56,119.87
2018-05-11 16:00:00,beijing_grid_239,19.67,991.414040371,67.0,2.51,94.85
2018-05-11 17:00:00,beijing_grid_239,18.83,991.039804901,68.0,4.32,99.43
2018-05-11 18:00:00,beijing_grid_239,18.0,990.608646875,70.0,5.42,99.9
2018-05-11 19:00:00,beijing_grid_239,17.0,990.264219867,73.0,5.53,93.09
2018-05-11 20:00:00,beijing_grid_239,16.4,990.018116109,75.0,5.27,81.14
2018-05-11 21:00:00,beijing_grid_239,17.8,989.8489125,76.0,5.31,70.55
2018-05-11 22:00:00,beijing_grid_239,20.6,989.735936064,75.0,5.71,68.84
2018-05-11 23:00:00,beijing_grid_239,23.6,989.661514342,71.0,6.08,74.35
2018-05-12 00:00:00,beijing_grid_239,25.0,989.608725,66.0,6.13,84.66
2018-05-12 01:00:00,beijing_grid_239,26.6,989.5323537,60.0,5.81,100.91
2018-05-12 02:00:00,beijing_grid_239,27.8,989.274018075,54.0,5.83,126.0
2018-05-12 03:00:00,beijing_grid_239,28.4,988.64704375,48.0,7.26,153.11
2018-05-12 04:00:00,beijing_grid_239,28.9,987.552328418,42.0,10.11,170.55
2018-05-12 05:00:00,beijing_grid_239,29.0,986.241058035,37.0,12.27,177.96
